sugammadex,neuromuscular blocker reversal,injection,2 mg/kg,as prescribed
naloxone,opioid antagonist,injection,0.4 mg,as needed
flumazenil,benzodiazepine antagonist,injection,0.2 mg,as needed
dantrolene,muscle relaxant,injection,2.5 mg/kg,as prescribed
baclofen,muscle relaxant antispastic,tablet,10 mg,3 times daily
tizanidine,muscle relaxant alpha2 agonist,tablet,2 mg,3 times daily
cyclobenzaprine,muscle relaxant,tablet,10 mg,3 times daily
carisoprodol,muscle relaxant,tablet,350 mg,3 times daily
gabapentin,antiepileptic neuropathic analgesic,capsule/tablet,300 mg,3 times daily
pregabalin,antiepileptic neuropathic analgesic,capsule,75 mg,2 times daily
carbamazepine,antiepileptic sodium channel blocker,tablet,200 mg,2 times daily
oxcarbazepine,antiepileptic sodium channel blocker,tablet,300 mg,2 times daily
valproate,antiepileptic broad spectrum,tablet,500 mg,2 times daily
lamotrigine,antiepileptic sodium channel blocker,tablet,25 mg,once daily
topiramate,antiepileptic carbonic anhydrase inhibitor,tablet,50 mg,2 times daily
levetiracetam,antiepileptic synaptic vesicle inhibitor,tablet,500 mg,2 times daily
phenytoin,antiepileptic sodium channel blocker,tablet/capsule,100 mg,3 times daily
phenobarbital,barbiturate anticonvulsant,tablet,60 mg,once daily
primidone,barbiturate anticonvulsant,tablet,250 mg,2 times daily
ethosuximide,antiepileptic succinimide,capsule,250 mg,2 times daily
lacosamide,antiepileptic sodium channel modulator,tablet,100 mg,2 times daily
zonisamide,antiepileptic sulfonamide,capsule,100 mg,once daily
rufinamide,antiepileptic sodium channel blocker,tablet,200 mg,2 times daily
brivaracetam,antiepileptic sv2a ligand,tablet,50 mg,2 times daily
perampanel,antiepileptic ampa antagonist,tablet,4 mg,once daily
memantine,nmda receptor antagonist dementia drug,tablet,10 mg,2 times daily
donepezil,acetylcholinesterase inhibitor dementia drug,tablet,10 mg,once daily
rivastigmine,acetylcholinesterase inhibitor dementia drug,capsule/patch,6 mg,2 times daily
galantamine,acetylcholinesterase inhibitor dementia drug,tablet,8 mg,2 times daily
selegiline,mao b inhibitor antiparkinson drug,tablet,5 mg,2 times daily
rasagiline,mao b inhibitor antiparkinson drug,tablet,1 mg,once daily
entacapone,comt inhibitor antiparkinson drug,tablet,200 mg,3 times daily
tolcapone,comt inhibitor antiparkinson drug,tablet,100 mg,3 times daily
amantadine,antiparkinson antiviral drug,tablet,100 mg,2 times daily
ropinirole,dopamine agonist antiparkinson drug,tablet,0.25 mg,3 times daily
pramipexole,dopamine agonist antiparkinson drug,tablet,0.125 mg,3 times daily
rotigotine,dopamine agonist antiparkinson drug,transdermal patch,2 mg,once daily
benztropine,anticholinergic antiparkinson drug,tablet,1 mg,2 times daily
trihexyphenidyl,anticholinergic antiparkinson drug,tablet,2 mg,3 times daily
chlorpropamide,sulfonylurea antidiabetic,tablet,250 mg,once daily
tolbutamide,sulfonylurea antidiabetic,tablet,500 mg,2 times daily
tolazamide,sulfonylurea antidiabetic,tablet,100 mg,once daily
glyburide,sulfonylurea antidiabetic,tablet,5 mg,once daily
saxagliptin,dpp4 inhibitor antidiabetic,tablet,5 mg,once daily
evogliptin,dpp4 inhibitor antidiabetic,tablet,5 mg,once daily
trelagliptin,dpp4 inhibitor antidiabetic,tablet,100 mg,once weekly
imeglimin,mitochondrial modulator antidiabetic,tablet,1000 mg,2 times daily
colchicine probenecid,antigout combination,tablet,0.5 mg,2 times daily
probenecid,uricosuric antigout drug,tablet,500 mg,2 times daily
benzbromarone,uricosuric antigout drug,tablet,50 mg,once daily
febuxostat,xanthine oxidase inhibitor antigout drug,tablet,40 mg,once daily
pegloticase,urate oxidase antigout drug,injection,8 mg,biweekly
sulfinpyrazone,uricosuric antigout drug,tablet,100 mg,2 times daily
indapamide,thiazide like diuretic,tablet,1.5 mg,once daily
metolazone,thiazide like diuretic,tablet,5 mg,once daily
hydralazine,vasodilator antihypertensive,tablet,25 mg,3 times daily
minoxidil,vasodilator antihypertensive,tablet,10 mg,once daily
diazoxide,vasodilator antihypertensive,injection,150 mg,as prescribed
nitroprusside,vasodilator antihypertensive,injection,0.5 mcg/kg/min,as prescribed
clevidipine,calcium channel blocker antihypertensive,injection,1 mg/hr,as prescribed
fenoldopam,dopamine agonist antihypertensive,injection,0.1 mcg/kg/min,as prescribed
methysergide,serotonin antagonist antimigraine,tablet,2 mg,2 times daily
ergotamine,ergot alkaloid antimigraine,tablet,2 mg,as needed
sumatriptan,5ht1 agonist antimigraine,tablet,50 mg,as needed
rizatriptan,5ht1 agonist antimigraine,tablet,10 mg,as needed
zolmitriptan,5ht1 agonist antimigraine,tablet,2.5 mg,as needed
naratriptan,5ht1 agonist antimigraine,tablet,2.5 mg,as needed
eletriptan,5ht1 agonist antimigraine,tablet,40 mg,as needed
frovatriptan,5ht1 agonist antimigraine,tablet,2.5 mg,as needed
ubrogepant,cgrp receptor antagonist antimigraine,tablet,50 mg,as needed
rimegepant,cgrp receptor antagonist antimigraine,tablet,75 mg,as needed
lasmiditan,5ht1f agonist antimigraine,tablet,100 mg,as needed
butalbital,barbiturate analgesic,tablet,50 mg,as needed
caffeine,xanthine stimulant,tablet,100 mg,as needed
ergotamine caffeine,ergot antimigraine combination,tablet,2 mg,as needed
